CID,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,FractionCSP3,NumHeteroatoms,HeavyAtomCount,NumValenceElectrons,qed,BalabanJ,BertzCT,HallKierAlpha,LabuteASA,Chi0,Chi1,Kappa1,Kappa2,MaxPartialCharge,MinPartialCharge,pleas,edible
7601,240.302,3.0150000000000015,26.3,0.0,2.0,5.0,2.0,2.0,0.0,0.0,0.1875,2.0,18.0,92.0,0.7508647555172763,1.7257772363989232,476.9648515208871,-2.0899999999999994,107.2233331126981,12.631545744180547,8.843336592900531,12.369104292002639,6.598175119577173,0.3097636367999555,-0.46507744008012797,53.35,17.75
5541,218.20499999999998,0.044299999999999784,78.9,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.6666666666666666,6.0,15.0,86.0,0.47869816055379727,3.9922055468289943,228.98712426015686,-1.59,87.48398993165434,11.844934982691242,6.913591357920934,13.41,6.803584654107227,0.3026525572077403,-0.4617825808264809,38.91304347826087,21.0
7632,164.248,2.390100000000001,20.23,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.45454545454545453,1.0,12.0,66.0,0.7269011701231713,2.4419972385383093,220.50947032352076,-0.8200000000000001,74.05034744367602,9.02709773749546,5.5782982619848624,9.269445438282649,3.722970519770657,0.05944881197392998,-0.3904597985279948,64.26190476190476,27.0
7635,172.26799999999997,2.765900000000001,26.3,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.9,2.0,12.0,72.0,0.5757551591270549,3.4534663383425372,121.0069869280358,-0.53,75.29879738694964,9.397341225498538,5.701907262607799,11.47,7.137067494977612,0.3021330276670788,-0.4655823930738598,42.020833333333336,31.25
637758,176.215,2.2629,26.3,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.18181818181818182,2.0,13.0,68.0,0.5212885510191556,2.538214333042918,288.21840549259923,-1.5699999999999998,77.8415779888464,9.518661569058182,6.325698502695489,9.517489063867016,5.142279384736165,0.3302508283772095,-0.4628248565077515,54.765957446808514,44.7
7654,164.204,1.7922,26.3,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.3,2.0,12.0,64.0,0.6365051962344709,2.290572056240154,241.27530899395387,-1.31,72.16623890663404,8.811554787871634,5.787693700234704,8.783545369504209,4.544018446795469,0.30213420501848814,-0.4655238949458538,54.851851851851855,18.166666666666668
7657,198.26500000000001,3.403400000000002,9.23,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.14285714285714285,1.0,15.0,76.0,0.7312006902877913,1.8095807579695855,341.09815896246135,-1.5999999999999996,90.3319267838611,10.347088693804373,7.449489742783179,9.936265432098764,5.322711058263973,0.07209664108064082,-0.3720967403051906,49.24242424242424,28.2
61005,208.257,2.2646000000000006,35.53,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.4166666666666667,3.0,15.0,82.0,0.5497152367323349,2.1506208306773735,292.9953583850857,-1.5099999999999998,90.00966836493414,11.096011838247808,7.198377302757663,11.564128984432914,6.064027811846199,0.30798655808894715,-0.49004432066179227,55.08695652173913,27.666666666666668
7695,180.203,1.7583,35.53,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.3,3.0,13.0,70.0,0.6646941536874358,2.5375612644950314,276.7262618127396,-1.51,77.2797841361409,9.681798275874712,6.219545352812841,9.577032201914708,4.499571342364573,0.3024607201804532,-0.49676818326892164,69.8125,24.285714285714285
5315892,134.17799999999997,1.6921000000000002,20.23,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.1111111111111111,1.0,10.0,52.0,0.6522100515394804,2.670645480960163,201.22806798157623,-1.08,60.63086018269854,7.234204518682008,4.931851652578137,7.032107623318386,3.854020551508844,0.06151738150453169,-0.3922954491931638,47.37735849056604,28.285714285714285
7720,130.231,2.1951000000000005,20.23,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,56.0,0.6045431522728564,3.0922461946023914,48.52932501298081,-0.04,58.088079580801804,7.112884175122364,4.346065214951232,8.960000000000003,6.08562814070352,0.04586624595496409,-0.39608835141769533,19.35185185185185,33.0
7731,122.16699999999999,2.0036199999999997,9.23,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,1.0,9.0,48.0,0.5532379862472909,2.8815558776461367,176.26405299160078,-0.98,55.274832577797056,6.69023444431199,4.325698502695489,6.144688279301746,2.533930223385564,0.11837738457272942,-0.4967682217545404,47.69230769230769,19.142857142857142
5363233,154.253,3.102000000000002,17.07,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.7,1.0,11.0,64.0,0.4241489242199444,3.071758115592961,124.83446685613664,-0.5900000000000001,69.49564912525852,8.52709773749546,5.270055610029662,10.41,7.516269925611053,0.15179556703436492,-0.29519325755752623,33.86,27.333333333333332
61523,164.24799999999996,2.3917000000000006,20.23,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.45454545454545453,1.0,12.0,66.0,0.6624058097657797,2.157795777203053,193.41890295110636,-0.8200000000000001,74.05034744367605,8.648418081055103,5.931851652578137,9.269445438282649,5.7828052124535905,0.0430525967763264,-0.396376567778811,53.58,15.6
7749,102.133,0.9595,26.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,2.0,7.0,42.0,0.485245073645189,3.002590528674132,59.10049400592804,-0.53,43.47408681496662,5.698670612749268,3.308060412490447,6.47,3.6528153564899446,0.3049863197839511,-0.4659767306979967,39.94444444444444,31.916666666666668
7761,160.16899999999998,0.5027,52.60000000000001,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.7142857142857143,4.0,11.0,64.0,0.4436597598743995,3.4899621428296506,125.3759999531186,-1.06,65.47903837331047,8.69023444431199,5.201907262607799,9.94,5.704344619021978,0.31663483164927114,-0.4655452094859223,71.7090909090909,39.93103448275862
7762,116.15999999999998,1.3496000000000001,26.3,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.8333333333333334,2.0,8.0,48.0,0.5200986676423002,3.0551722039096187,60.92878689342031,-0.53,49.83902892936323,6.405777393935816,3.808060412490447,7.470000000000001,4.624559505409582,0.30525680561770935,-0.4659693345182679,61.127272727272725,44.15384615384615
7765,118.176,1.4054,18.46,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,50.0,0.5194244977918702,2.919612641438553,39.79319390447952,-0.08,50.791052058826345,6.405777393935816,3.808060412490447,7.919999999999998,5.0645086705202305,0.15425517138581354,-0.3532616030064746,42.54761904761905,31.2
7770,130.18699999999998,1.7397,26.3,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.8571428571428571,2.0,9.0,54.0,0.5416729314973412,3.061316839372158,78.98533616859814,-0.53,56.20397104375982,7.112884175122364,4.308060412490447,8.470000000000002,5.603868808567606,0.30526672491010765,-0.46568618435369896,42.45454545454545,24.8
235414,240.38699999999992,4.614500000000005,26.3,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.9333333333333333,2.0,17.0,100.0,0.577687148559785,2.1124110421554065,171.3608411238359,-0.53,106.1176768054035,12.183951986987843,8.393846850117352,14.530716454159078,10.613083129833496,0.30527751551233107,-0.46567500452711613,54.074074074074076,37.333333333333336
637566,154.253,2.671400000000001,20.23,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.6,1.0,11.0,64.0,0.6171312932317708,3.54438743137085,150.25571236699292,-0.56,69.43875774522651,8.69023444431199,5.163902460147014,10.44,6.1695841223704875,0.06144351054774105,-0.3922973699172159,59.166666666666664,35.8
643820,154.253,2.671400000000001,20.23,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.6,1.0,11.0,64.0,0.6171312932317708,3.54438743137085,150.25571236699292,-0.56,69.43875774522651,8.69023444431199,5.163902460147014,10.44,6.1695841223704875,0.06144351054774105,-0.3922973699172159,61.40384615384615,39.42857142857143
7795,158.24099999999999,2.375800000000001,26.3,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.8888888888888888,2.0,11.0,66.0,0.5740773887103613,3.1727643828864744,108.13036060964235,-0.53,68.93385527255303,8.69023444431199,5.163902460147014,10.47,6.197598478027457,0.30526706474485876,-0.46566437578616593,52.76470588235294,21.357142857142858
7797,158.24099999999999,2.5199000000000007,26.3,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.8888888888888888,2.0,11.0,66.0,0.4383150695699537,3.040425665876032,99.73585546369786,-0.53,68.93385527255305,8.52709773749546,5.308060412490447,10.47,7.575596620908132,0.305267425653484,-0.46596920787945656,62.627450980392155,32.76470588235294
7799,172.26799999999997,2.910000000000001,26.3,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.9,2.0,12.0,72.0,0.4357325104642842,3.0296226214745263,110.40620687739316,-0.53,75.29879738694966,9.234204518682008,5.808060412490447,11.47,8.565510983763133,0.30526742565897524,-0.4659692078794496,66.23076923076923,32.84615384615385
7803,116.15999999999998,1.3496000000000001,26.3,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.8333333333333334,2.0,8.0,48.0,0.5200986676423002,2.988598647973156,68.92878689342031,-0.53,49.83902892936323,6.405777393935816,3.808060412490447,7.470000000000001,4.624559505409582,0.3049962391075301,-0.46569358053783955,44.42307692307692,20.5
2879,108.13999999999999,1.7006199999999996,20.23,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.14285714285714285,1.0,8.0,42.0,0.5359354364287862,3.0324555320336755,143.24662946459569,-0.98,48.59057898608958,5.983127663125442,3.787693700234704,5.162450142450142,1.8646221994975438,0.11509448895139261,-0.5079666481555334,32.31481481481482,1.25
7820,146.142,0.11259999999999981,52.60000000000001,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,4.0,10.0,58.0,0.5301974190717502,3.352921516464098,113.70950594454669,-1.06,59.114096258913875,7.983127663125442,4.701907262607799,8.94,4.784806790484913,0.30559485280552606,-0.4689839717471165,43.64,35.0
246728,128.21499999999997,2.5458000000000007,17.07,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.875,1.0,9.0,54.0,0.5198882841773269,2.9730624080867365,76.63682062300136,-0.33,57.455367928649565,7.112884175122364,4.308060412490447,8.67,5.8003780964797915,0.13213642248814716,-0.29972928053425624,50.943396226415096,29.823529411764707
7824,130.18699999999998,1.7397,26.3,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.8571428571428571,2.0,9.0,54.0,0.4277197407264159,2.9730624080867365,78.98533616859814,-0.53,56.203971043759836,7.112884175122364,4.308060412490447,8.470000000000002,5.603868808567606,0.30500183741330067,-0.4689954278244127,56.2037037037037,38.22727272727273
7826,144.214,2.1298000000000004,26.3,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.875,2.0,10.0,60.0,0.4361738106721368,2.9617756061821483,89.25838096618136,-0.53,62.56891315815645,7.819990956308912,4.808060412490447,9.47,6.588063754427392,0.30500183885085225,-0.46899542782059844,58.82608695652174,52.875
14104,164.24799999999996,3.1270200000000017,9.23,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.45454545454545453,1.0,12.0,66.0,0.6521785022585941,3.109491344634383,263.706664480361,-0.98,74.36965892098688,9.137828201504695,5.647065707741407,9.110744101633394,3.6136071035335044,0.12207129770870348,-0.4964569142076688,43.75,32.5
264,88.10599999999998,0.8711,37.3,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.75,2.0,6.0,36.0,0.5434407472889116,2.831257109931365,49.50977500432694,-0.53,36.78983322325915,4.99156383156272,2.770055610029662,5.469999999999999,2.693713646532438,0.30282893657949883,-0.48123051640943176,21.072727272727274,22.0
239,89.09399999999998,-0.5802,63.32000000000001,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,3.0,6.0,36.0,0.4753919445136942,2.831257109931365,52.75488750216347,-0.5700000000000001,35.76478180587526,4.99156383156272,2.770055610029662,5.43,2.6557336343115123,0.304125215871101,-0.481195254586476,50.24242424242424,31.5
7915,102.133,0.9579,26.3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,2.0,7.0,42.0,0.46074798296339087,3.126006652390634,66.48040587771368,-0.53,43.47408681496662,5.8618073195657985,3.125897657686229,6.47,2.610921480426842,0.3023791003505634,-0.46315599324942824,44.60294117647059,34.0
7921,100.11699999999999,0.7119,26.3,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.8,2.0,7.0,40.0,0.4189428687308838,2.39706714269016,88.08094399727416,-0.53,42.4682556614374,5.276020881938894,3.287693700234704,4.624559505409582,1.5234757718400516,0.3056876596821109,-0.46264003197434184,51.361111111111114,25.666666666666668
7937,107.15599999999996,1.69844,12.89,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2857142857142857,1.0,8.0,42.0,0.49138777691763613,3.077660437970554,164.24662946459569,-0.8500000000000001,49.38093532923669,5.983127663125442,3.7876937002347035,5.2898601398601395,1.94826211591866,0.03753601180441257,-0.25848808574390264,29.818181818181817,38.77777777777778
7967,98.145,1.5196,17.07,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8333333333333334,1.0,7.0,40.0,0.448625540575247,2.2495440947344703,68.24920506009684,-0.33,43.719652546327126,5.112884175122364,3.393846850117352,4.8199250374812594,2.101967961325131,0.13241132759858107,-0.2997179089731855,42.03703703703704,31.11111111111111
61024,200.322,3.5461000000000027,26.3,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.9166666666666666,2.0,14.0,84.0,0.44223222775106114,3.0958455805317366,141.25715550266415,-0.53,88.02868161574287,10.811554787871634,6.680739212552622,13.47,9.041866651896015,0.30786115848399,-0.46548660177034856,55.8235294117647,18.5
7983,144.21399999999997,2.1298000000000004,26.3,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.875,2.0,10.0,60.0,0.4361738106721368,3.0523751890457076,89.25838096618136,-0.53,62.56891315815645,7.819990956308912,4.808060412490447,9.47,6.588063754427392,0.30526689412139096,-0.46567531840495296,38.07272727272727,38.0
7997,102.13299999999998,0.9595,26.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,2.0,7.0,42.0,0.485245073645189,2.8219389370591843,59.10049400592804,-0.53,43.47408681496663,5.698670612749268,3.270055610029662,6.47,3.6528153564899446,0.30212269736284525,-0.4658887398426499,43.45454545454545,35.333333333333336
8025,74.07900000000001,0.17930000000000001,26.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,5.0,30.0,0.43656455010269035,2.4017152226171965,26.074033921146967,-0.53,30.744202586173408,4.121320343559642,2.414213562373095,4.469999999999999,3.4699999999999998,0.29256541994374863,-0.46819518164403584,48.1764705882353,54.0
8030,84.14299999999999,1.7480999999999998,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,26.0,0.44892664601443366,3.1250000000000004,60.12481811269772,-0.30000000000000004,35.07176638990846,3.5355339059327378,2.5,2.9127659574468083,1.2210502489814397,-0.009338438056026077,-0.152454341484825,31.96153846153846,33.28
1110,118.08799999999998,-0.06420000000000015,74.6,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.5,4.0,8.0,46.0,0.5437714031598523,3.1818458670936187,92.60593781761291,-1.06,45.74558907549892,6.568914100752346,3.625897657686229,6.9399999999999995,3.009687481832753,0.30343248908825177,-0.48121892931530574,36.11764705882353,27.0
444972,116.07199999999997,-0.28819999999999985,74.6,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,44.0,0.4859839100851221,3.668626461933803,118.97373660251155,-1.32,45.05598604331467,6.568914100752346,3.625897657686229,6.68,2.7879637132919783,0.3280658637591418,-0.4780707501605797,49.45,30.5
8042,270.45699999999994,5.639100000000005,26.3,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.9411764705882353,2.0,19.0,114.0,0.3196422387833502,3.0834103763587524,199.43874567421344,-0.53,119.85339218772594,14.347088693804373,9.163902460147016,18.470000000000002,13.891409452809675,0.3055337242115604,-0.46295330826318803,50.625,28.25
8048,200.32199999999997,3.6902000000000026,26.3,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.9166666666666666,2.0,14.0,84.0,0.41890454460111903,3.0148257844595356,132.28341890015258,-0.53,88.0286816157429,10.648418081055103,6.808060412490448,13.47,10.550192461908578,0.3052674256589853,-0.4659692078794496,49.55172413793103,33.4
8049,258.3579999999999,3.2334000000000023,52.60000000000001,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.8571428571428571,4.0,18.0,106.0,0.4215226752792795,3.162653055346669,201.8338811517707,-1.06,110.03363317408676,13.639981912617825,8.701907262607799,16.940000000000005,12.398315967600073,0.3052674256589853,-0.4659692078794496,55.476190476190474,19.5
8051,114.18799999999999,2.1557000000000004,17.07,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,8.0,48.0,0.5116862498477169,2.822354554248032,66.78707744334402,-0.33,51.09042581425295,6.405777393935816,3.770055610029662,7.669999999999999,4.8199250374812594,0.12933994886491917,-0.3000310235003908,53.77358490566038,22.526315789473685
8077,122.258,2.4076000000000004,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,38.0,0.4162604903556758,2.3390923149762908,17.50977500432694,0.7,47.48025950809951,4.82842712474619,2.914213562373095,6.7,5.699999999999999,0.0008442873107774625,-0.09445891215372038,21.327272727272728,21.333333333333332
8078,84.162,2.3406000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,36.0,0.42231618686094674,2.0,15.509775004326936,0.0,39.55813044628337,4.242640687119286,3.0,4.166666666666667,2.2222222222222223,-0.0533059727891157,-0.0533059727891157,40.525,21.0
8082,85.15,0.7599,12.03,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,36.0,0.4576362279207808,2.0,19.40990953421706,-0.04,38.743050515494794,4.242640687119286,3.0,4.127785234899329,2.189674338993739,-0.004891140011689817,-0.3167325809905548,13.245283018867925,16.4
9862,126.199,2.3218000000000005,17.07,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.625,1.0,9.0,52.0,0.530240264478204,3.3050429936972368,118.5293250129808,-0.5900000000000001,56.76576489646531,7.276020881938894,4.125897657686229,8.41,4.304693905251237,0.1296486034204964,-0.3000186639320493,48.648148148148145,27.916666666666668
8091,158.24099999999999,2.5199000000000007,26.3,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.8888888888888888,2.0,11.0,66.0,0.4383150695699537,2.9549874302986416,99.73585546369786,-0.53,68.93385527255306,8.52709773749546,5.308060412490447,10.47,7.575596620908132,0.30500183885634347,-0.46899542782059145,68.52272727272727,30.375
8093,128.21499999999997,2.5458000000000007,17.07,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.875,1.0,9.0,54.0,0.5198882841773269,2.8288681349096856,76.63682062300136,-0.33,57.455367928649565,7.112884175122364,4.270055610029662,8.67,5.8003780964797915,0.12933995027687056,-0.30003102349470656,52.53703703703704,31.571428571428573
8094,130.187,2.0414,37.3,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.8571428571428571,2.0,9.0,54.0,0.5780646905302889,2.8288681349096856,78.98533616859814,-0.53,55.884659566448974,7.112884175122364,4.270055610029662,8.470000000000002,5.603868808567606,0.30283955652668276,-0.481230389785224,21.509090909090908,12.0
8103,102.17699999999999,1.559,20.23,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,44.0,0.5339278817039772,2.447472887876344,23.360990398949916,-0.04,45.35819535200859,5.535533905932738,3.414213562373095,6.96,5.959999999999999,0.04305240583871399,-0.39637656934781806,58.2,14.625
8122,312.538,6.811000000000008,26.3,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.95,2.0,22.0,132.0,0.21765678990017356,3.00961263081579,225.74713374688884,-0.53,138.9482185309158,16.30527233054749,10.808060412490448,21.47,18.51885197850513,0.3052674256589853,-0.4659692078794496,43.38095238095238,16.0
8125,112.216,3.142800000000002,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.75,0.0,8.0,48.0,0.37835862251165964,2.616293090417985,46.0,-0.26,52.604242796421545,6.242640687119286,3.914213562373095,7.739999999999999,6.74,-0.03534129448857064,-0.10308297893628117,39.073170731707314,52.0
8129,116.204,1.9491,20.23,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,50.0,0.5441914935658748,2.53006045688352,29.368065554250645,-0.04,51.723137466405205,6.242640687119286,3.914213562373095,7.96,6.96,0.04305240722358134,-0.3963765693422927,50.64150943396226,33.2
14228,228.37599999999992,4.470400000000004,26.3,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.9285714285714286,2.0,16.0,96.0,0.38504256003478965,3.1200940098732817,138.8143311431168,-0.53,100.75856584453611,12.0626316434282,7.808060412490447,15.47,12.539108500345543,0.30527751551231147,-0.46567500453278815,52.357142857142854,21.0
5368076,170.25199999999998,2.686000000000001,26.3,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.7,2.0,12.0,70.0,0.347826517945107,3.183157166742508,138.7740056622918,-0.79,74.6091943547654,9.234204518682008,5.8080604124904465,11.21,8.307943192948091,0.32963945975192815,-0.46585943619794296,50.31111111111111,28.307692307692307
